id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5120562554472655,P8CVpiLxB,2501855865,倒霉熊and流氓兔,#愿西藏定日县平安#李佳琦捐赠100万元驰援西藏地震灾区。@李佳琦Austin愿西藏定日县平安！,,,李佳琦Austin,愿西藏定日县平安,5,18,61,2025-01-08 15:18,OPPO Find X8 Pro,"https://wx1.sinaimg.cn/large/951f4a79ly1hxddkrzf43j20u01qmn2l.jpg,https://wx3.sinaimg.cn/large/951f4a79ly1hxddktm6z2j20u01qjgtp.jpg,https://wx3.sinaimg.cn/large/951f4a79ly1hxddku6pycj20u01h3adg.jpg",,,辽宁,黄V
5120562412913018,P8CVbcdOa,5762970762,缘梦公益基金会,#西藏城市服务台##直击西藏地震救援#北京缘梦公益基金会在此感谢@郑元畅元梦畅想粉丝团@王心凌官方后援会@鹿晗爱心记鹿员@小辫儿张云雷的柠檬树@金钟仁吧@张紫宁官方后援会@王源星星源站_TwinkleRoy@GEM邓紫棋专属加油箱@李荣浩吧@为王嘉尔打天下粉丝团的爱心支持凝聚爱心，传递温暖～驰缘一线，我们在行动！我们诚邀各位爱心人士加入线上支援，共同帮助西藏人民渡过难关！驰缘一线温暖定日#祈福日喀则愿平安#@微公益@微博政务@西藏发布@应急管理部,,,"郑元畅元梦畅想粉丝团,王心凌官方后援会,鹿晗爱心记鹿员,小辫儿张云雷的柠檬树,金钟仁吧,张紫宁官方后援会,王源星星源站_TwinkleRoy,GEM邓紫棋专属加油箱,李荣浩吧,为王嘉尔打天下粉丝团,微公益,微博政务,西藏发布,应急管理部","西藏城市服务台,直击西藏地震救援,祈福日喀则愿平安",6,15,57,2025-01-08 15:17,微博网页版,,,,北京,蓝V
5120565624966818,P8D0mkQ5Y,1777051805,琦妙的预言,#王楚钦点赞韩红慈善爱心基金会#今日，王楚钦在微博上默默点赞了韩红慈善爱心基金会的善举，这份无声的支持背后，是无数颗热忱之心的共鸣。在韩红基金会公布的捐款名单中，奥运健将王楚钦的名字闪耀其间，与众多文体明星一同为西藏地震灾区贡献了自己的力量。每一份爱心都是一束光，照亮前行的道路。L琦妙的预言的微博视频,,,,王楚钦点赞韩红慈善爱心基金会,2,3,29,2025-01-08 15:30,Android,,"http://f.video.weibocdn.com/o0/G9KmP6bFlx08kZPlyGVi010412001MPN0E010.mp4?label=mp4_720p&template=1062x564.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594703&ssig=VABjaxyH1f&KID=unistore,video",,河南,金V
5120572297844500,P8Db7wUIc,2645654357,黑龙江共青团,【地震】地震谣言该如何辨别？遇到地震谣言，不信谣不传谣！#西藏地震407名被困人员获救#L黑龙江共青团的微博视频,,,,西藏地震407名被困人员获救,12,15,5,2025-01-08 15:57,微博视频号,,"http://f.video.weibocdn.com/o0/RufJRYsdlx08kZRasbOw01041200fn2x0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594703&ssig=HGaoS1TOWM&KID=unistore,video",,,蓝V
5120572350536306,P8Dbd2fw6,7462193109,WS偏执狂,#西藏军区在地震救援第一线#灾情就是命令！西藏军区某汽车运输旅救援队，抵达救灾一线救灾。#西藏地震407名被困人员获救#LWS偏执狂的微博视频,,,,"西藏军区在地震救援第一线,西藏地震407名被困人员获救",11,8,51,2025-01-08 15:57,星辰大海,,"http://f.video.weibocdn.com/u0/htv6f9PKgx08kZRbhCvu01041200uahu0E010.mp4?label=mp4_720p&template=804x540.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594703&ssig=PIOEYMma2X&KID=unistore,video",,重庆,金V
5120566786523821,P8D2ern8V,7798630220,定陶融媒,【温暖！#受灾群众在鸡蛋都冻住的早晨喝到热茶#】#直击西藏地震救援一线#中新社记者直击震后安置点，生鸡蛋都冻住的寒冷早晨，受灾群众吃到了热乎乎的饭菜和热气腾腾的甜茶。L中国新闻网的微博视频#定陶融媒#,,,,"受灾群众在鸡蛋都冻住的早晨喝到热茶,直击西藏地震救援一线,定陶融媒",1,20,22,2025-01-08 15:35,微博视频号,,"http://f.video.weibocdn.com/o0/gXbuP2Gelx08kZPzig3m01041200lyMA0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594703&ssig=31R3DB9Krn&KID=unistore,video",,,蓝V
5120557471762512,P8CNd7ovC,5532927731,李荣浩吧,李荣浩超话|#李荣浩微力量##666联盟#尘雾之微，补益山海。群起之光，增添温暖。灾难无情，大爱无疆。西藏日喀则市定日县发生6.8级地震，震区情况牵动人心。我们虽无法阻挡灾难的降临，却可以凝聚爱心，传递温暖。666联盟参与@缘梦公益基金会【驰援一线温暖定日】公益项目，向西藏自治区日喀则市定日县捐赠食物公益包，其中包含十箱方便面，十箱24瓶装饮用水及自热米饭等，即刻发出由定日县民政局签收派发微光汇聚，终成星河，相信在全社会的共同努力下，受灾地区必将重焕生机。#西藏城市服务台##直击西藏地震救援##祈福日喀则愿平安#@微公益@微博政务@西藏发布@应急管理部,,,"缘梦公益基金会,微公益,微博政务,西藏发布,应急管理部","李荣浩微力量,666联盟,西藏城市服务台,直击西藏地震救援,祈福日喀则愿平安",69,80,200,2025-01-08 14:58,李荣浩超话,"https://wx4.sinaimg.cn/large/0062rBfRgy1hxdd0fehj0j30m81jkjwt.jpg,https://wx2.sinaimg.cn/large/0062rBfRgy1hxdd0egy68j319y1szq9g.jpg",,,澳大利亚,蓝V
5120548547856277,P8CyOwXM9,5372959702,林彦俊全球粉丝后援会,林彦俊超话#西藏城市服务台#｜#直击西藏地震救援#我为【红石驰援西藏地震】发起了一起捐，和@林彦俊一起用爱传递温暖，助力公益，让我们从现在开始！公益无大小，快来和我一起为项目助力！愿平安～@微公益红石驰援西藏地震,,,"林彦俊,微公益","西藏城市服务台,直击西藏地震救援",11,9,89,2025-01-08 14:22,001iPhone 16 Pro,,,,江西,蓝V
5120552952139433,P8CFV8YyZ,1762594432,林心如粉丝团,#即刻扬帆紧急救灾#林心如粉丝团与@中华思源工程基金会@扬帆计划共同发起了一起捐，我们人虽在全国心却在西藏日喀则，天灾无情人有情，各方都在驰援日客则，广大的如迷们，让我们一起以林心如粉丝的名义集中力量献爱心，愿众志成城，与日客则共克时艰。公益无大小，快来和我一起为项目助力！#直击西藏地震救援##西藏城市服务台#即刻扬帆紧急救灾,,,"中华思源工程基金会,扬帆计划","即刻扬帆紧急救灾,直击西藏地震救援,西藏城市服务台",14,22,64,2025-01-08 14:40,iPhone 13 Pro Max,,,,上海,蓝V
5120545144702880,P8CtkjJqU,1796087453,荔枝新闻,【“#一定要让受灾群众吃上热食住上帐篷#！”#西藏军区青藏兵站部赶往震中一线救援#】西藏日喀则市定日县发生6.8级地震后，西藏军区青藏兵站部某汽车运输旅迅速抽组成立医疗分队、食宿保障分队、物资供应分队三支救援力量，第一时间赶赴灾区震中一线，迅速展开救援工作。截至8日凌晨2时，共完成600余人巡诊工作，接待救治轻创患者30余人次，发放药品60余人份。官兵们迅速开展20顶野外帐篷搭设，可同时容纳150名群众住宿，并利用发电机进行供电，保障群众温暖过夜。有你们在，心安！盼平安！#西藏地震407名被困人员获救#L荔枝新闻的微博视频,,,,"一定要让受灾群众吃上热食住上帐篷,西藏军区青藏兵站部赶往震中一线救援,西藏地震407名被困人员获救",2,1,17,2025-01-08 14:09,微博视频号,,"http://f.video.weibocdn.com/o0/N3qZyd1ylx08kZJLBYGs01041200alEW0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594715&ssig=EK2MM53Cy0&KID=unistore,video",,,普通用户
5120553400668978,P8CGE2O1Y,1714800385,第一帮帮团,#福建多所高校为受灾学生开补助通道#【福建省多所高校为西藏受灾学生开启临时困难补助通道】北京时间1月7日9时5分，西藏日喀则市定日县发生6.8级地震，造成人员伤亡，房屋倒塌。福建省多所高校迅速开展受灾学生摸排工作开启临时困难补助通道为受灾同学和家庭提供帮助共渡难关！#西藏地震407名被困人员获救# Via@第一帮帮团L第一帮帮团的微博视频,,,第一帮帮团,"福建多所高校为受灾学生开补助通道,西藏地震407名被困人员获救",7,6,17,2025-01-08 14:42,微博视频号,,"http://f.video.weibocdn.com/u0/ayVKTu9dgx08kZM0Hldu0104120095hc0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594715&ssig=1za8TdWNn8&KID=unistore,video",,,普通用户
5120544069912906,P8CrAFANA,7875973558,花影恨月光_,#西藏地震407名被困人员获救##西藏震区一天搭起3705顶帐篷#此次地震发生在人口密集区，震中五公里范围内五个村庄人口超五千人，都是农村自建房抗震差。因为天气冷，早上九点多人在家中的居多，所以伤亡比较大。太阳活动极大年，冬季又是地震高发期，这个冬天小心为上，农村如果发现蛇大量出洞要第一时间转移。花村的要有应急储备意识，丢掉骨子里的短视和功利。地震等自然灾害通常会对交通道路造成严重破坏，导致物资难以及时送达灾区。以汶川地震道路受损，灾后48小时之后，外部救援车辆仍难以进入孤立的灾区。家庭应急储备可在灾后初期发挥重大作用，通过提高家庭自给自足的能力，增强了灾区人民面对灾害的应对能力，能第一时间展开灾后自救，而不是被动等待。我国是世界上自然灾害最严重的国家之一，群众防灾抗灾和家庭应急储备意识薄弱。当下的世界已进入灾难高发期，气象地震灾害愈演愈烈，短期内不会缓解。近年来我国鼓励和支持以家庭为单元储备灾害应急物资，部分地区己经开始开展家庭储备的试点，甚至向特定人群免费发放应急物资，目前急需提升群体意识。L花影恨月光1的微博视频,,,,"西藏地震407名被困人员获救,西藏震区一天搭起3705顶帐篷",2,4,22,2025-01-08 14:05,微博视频号,,"http://f.video.weibocdn.com/u0/dHpoJSMSgx08kZHS43Ty01041200gseY0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594715&ssig=Jqgqpbdd7f&KID=unistore,video",,贵州,红V
5120542894196080,P8CpHhBAI,2160553221,勤奋de班长,#西藏地震407名被困人员获救#联合国对西藏伤亡损失深感悲痛！1月7日，联合国秘书长古特雷斯通过发言人办公室发表声明，对当天发生在中国西藏自治区地震造成的重大人员伤亡深感悲痛。在声明中，他祝愿伤者早日康复，并向遇难者家属表示诚挚的慰问。联合国正在密切关注局势，并随时准备在需要时提供支持。L勤奋de班长的微博视频,,,,西藏地震407名被困人员获救,5,11,25,2025-01-08 14:00,微博视频号,,"http://f.video.weibocdn.com/o0/Zu8kLMi0lx08kZJ8Y5ba01041200e4ko0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594715&ssig=e4UiW7IgHA&KID=unistore,video",,江苏,金V
5120551104024345,P8CCWgSUN,1663072851,中国日报,#西藏地震救援最新进展#【感动！#大学生遇地震返程一路看到救援车辆逆行而上#】1月7日9时5分，西藏日喀则市定日县发生6.8级地震。大学生去珠峰路上遇地震返回拉萨，一路上看到的都是“逆行”的救援车辆。“我们在离开，他们在前来！”。（新华社快看）L中国日报的微博视频,,,,"西藏地震救援最新进展,大学生遇地震返程一路看到救援车辆逆行而上",6,3,31,2025-01-08 14:33,微博视频号,,"http://f.video.weibocdn.com/o0/SuFU43HLlx08kZz5YwEM010412005K190E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594715&ssig=S%2BqTpH112t&KID=unistore,video",,,普通用户
5120550432672940,P8CBRbdlW,2095592334,牧豚员天天,"#西藏地震407名被困人员获救#抗洪不见佛祖影,救灾不显菩萨灵。血肉之躯赴一线,唯我人民子弟兵。L牧豚员天天的微博视频",,,,西藏地震407名被困人员获救,16,2,10,2025-01-08 14:30,微博视频号,,"http://f.video.weibocdn.com/u0/lJPQVhQogx08kZLctTrO01041200mg8L0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594715&ssig=gXmzAlJORV&KID=unistore,video",,广东,黄V
5120550094245763,P8CBjhOw3,1960433983,威海日报,【感动！#大学生遇地震返程一路看到救援车辆逆行而上#】1月7日9时5分，西藏日喀则市定日县发生6.8级地震。大学生去珠峰路上遇地震返回拉萨，一路上看到的都是“逆行”的救援车辆。“#我们在离开他们在前来#”。#西藏地震后第一个夜晚#（新华社）L新华社的微博视频,,,,"大学生遇地震返程一路看到救援车辆逆行而上,我们在离开他们在前来,西藏地震后第一个夜晚",16,14,16,2025-01-08 14:29,微博视频号,,"http://f.video.weibocdn.com/o0/9Ca2TrXelx08kZoEgtrW01041200627C0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594715&ssig=m7A2xY1VDY&KID=unistore,video",,,蓝V
5120530368168159,P8C5uygUv,5039963005,娱乐圈聊聊,杨幂为西藏地震捐款捐赠，在做公益的路上一直默默做事，少说多做，不愧是女神幂，她人美心善值得所有美好#杨幂捐赠驰援灾区#,,,,杨幂捐赠驰援灾区,2,64,1245,2025-01-08 13:10,iPhone客户端,"https://wx3.sinaimg.cn/large/005v5aBTly1hxd9vpgnmaj30u01t148z.jpg,https://wx3.sinaimg.cn/large/005v5aBTly1hxd9vpt3h7j30u015xtbo.jpg,https://wx4.sinaimg.cn/large/005v5aBTly1hxd9vq59snj30tc0vi7al.jpg,https://wx1.sinaimg.cn/large/005v5aBTly1hxd9vp3d71j30u01t1tk8.jpg",,,辽宁,金V
5120528604201991,P8C2EhD83,6180454621,张新成全国后援会,张新成超话✨#西藏城市服务台#✨#直击西藏地震救援#我为【即刻扬帆紧急救灾】发起了一起捐，公益无大小，快来和@张新成一起为项目助力！星辰汇聚，驰援西藏，助力同胞度过难关！O网页链接@微公益,,,"张新成,微公益","西藏城市服务台,直击西藏地震救援",20,67,103,2025-01-08 13:03,张新成超话,,,,北京,蓝V
5120541136784245,P8CmRssTj,5599936322,刘也官方粉丝后援会,#红石驰援西藏地震#我为【红石驰援西藏地震】发起了一起捐，一方有难八方支援，我们与西藏同在💗椰汁们和刘也益起来‼️公益无大小，快来和我一起为项目助力！红石驰援西藏地震,,,,红石驰援西藏地震,11,10,35,2025-01-08 13:53,iPhone 15 Pro Max,,,,马来西亚,蓝V
5120528754935038,P8C2TkHPo,1751255495,张翰官方后援会,张翰超话#西藏城市服务台##直击西藏地震救援#后援会已在@微公益平台发起了一起捐#即刻扬帆紧急救灾#👉🏻即刻扬帆紧急救灾我们同心协力，汇聚点滴力量，向灾区伸出援助之手，让我们一起为西藏加油！#跟着张翰益起来#,,,微公益,"西藏城市服务台,直击西藏地震救援,即刻扬帆紧急救灾,跟着张翰益起来",28,52,188,2025-01-08 13:04,,,,,中国香港,蓝V
5120540571862615,P8ClX7Oyb,1768470921,青岛新闻网,王楚钦超话#王楚钦为西藏捐赠驰援#2025年1月8日13时，@韩红爱心慈善基金会感谢58位文体工作者的慷慨捐赠，总额1118万元人民币。殷切的关切与关爱如星火般汇集，韩红基金会称将持续关注并响应灾区需求，全力支持救援。其中，名单中有国家乒乓球队队员@王楚钦___。#韩红基金会驰援西藏地震灾区#,,,"韩红爱心慈善基金会,王楚钦___","王楚钦为西藏捐赠驰援,韩红基金会驰援西藏地震灾区",12,14,348,2025-01-08 13:51,王楚钦超话,https://wx3.sinaimg.cn/large/6968b989ly1hxdawgwrd7j20xi12g490.jpg,,,,普通用户
5120535283107048,P8Cdqd2hG,2660937495,审美观美,#肖战心相印联合捐赠物资驰援西藏#肖战这次为西藏捐赠了三次。在第一时间与黄晓明爱心基金“携手明天”一起共同捐赠驰援西藏，随后又与黄晓明爱心基金“携手明天”等28位艺人一起捐赠第二批救灾物资，同时又与心相印联合捐赠200万元物资驰援西藏地震灾区。地震无情，人间有爱。,,,,肖战心相印联合捐赠物资驰援西藏,2,4,47,2025-01-08 13:30,搬运工Android,"https://wx4.sinaimg.cn/large/9e9aaf17ly1hxdags1nvbj20qo0qx0xo.jpg,https://wx2.sinaimg.cn/large/9e9aaf17ly1hxdagsc0ecj20xu19543s.jpg,https://wx1.sinaimg.cn/large/9e9aaf17ly1hxdagsm77fj20qo0x1juv.jpg",,,山东,金V
5120533993885949,P8CblgiUB,2839434342,金福珠追剧日常,唐嫣超话#唐嫣罗晋夫妇捐赠驰援西藏#唐嫣罗晋夫妻两个也通过壹基金捐款驰援西藏啦！众志成城，抗震救灾！愿平安🙏#唐嫣罗晋夫妇捐款驰援西藏##西藏地震#,,,,"唐嫣罗晋夫妇捐赠驰援西藏,唐嫣罗晋夫妇捐款驰援西藏,西藏地震",108,109,305,2025-01-08 13:25,唐嫣超话,"https://wx3.sinaimg.cn/large/a93e5466ly1hxdab7hfgvj20u01nddjd.jpg,https://wx1.sinaimg.cn/large/a93e5466ly1hxdaymgq0dj20fo0azq3w.jpg,https://wx1.sinaimg.cn/large/a93e5466ly1hxdaymr2tpj20rs0uvte7.jpg,https://wx2.sinaimg.cn/large/a93e5466ly1hxdab8sygqj20zk0pa781.jpg,https://wx3.sinaimg.cn/large/a93e5466ly1hxdau5l3ajj20sg0sgdhe.jpg,https://wx2.sinaimg.cn/large/a93e5466ly1hxdaym7zltj20u0140agx.jpg",,,山西,红V
5120529864857994,P8C4GknMK,7907175097,领克穆军,携手同行，共渡难关吉利控股集团携手李书福公益基金会捐赠1000万元，驰援西藏地震灾区。#吉时资讯#,,,,吉时资讯,2,14,42,2025-01-08 13:08,魅族 21 PRO AI 终端,https://wx3.sinaimg.cn/large/008D7Hsdgy1hxd9uefk0jj30v91vo7wh.jpg,,,浙江,红V
5120534709011670,P8CcuBOlw,2160553221,勤奋de班长,#西藏地震407名被困人员获救#金珠玛米，亚古都！西藏震区孩子们的这句话很暖心！#西藏定日县地震已致126人遇难#via.中国青年报L勤奋de班长的微博视频,,,,"西藏地震407名被困人员获救,西藏定日县地震已致126人遇难",6,11,48,2025-01-08 13:27,微博视频号,,"http://f.video.weibocdn.com/u0/9n50txzRgx08kZGUq01i01041200cOoI0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594729&ssig=0wvV9fsvf8&KID=unistore,video",,广东,金V
5120527700593852,P8C1c2uug,5501611052,中国邮政,#西藏地震#全力保障震区服务！驰援西藏，中国邮政在行动#西藏定日县地震已致126人遇难#L中国邮政的微博视频,,,,"西藏地震,西藏定日县地震已致126人遇难",35,20,27,2025-01-08 13:00,微博视频号,,"http://f.video.weibocdn.com/o0/9Aqy8GiKlx08kZDVVwnC01041200q2Cm0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594729&ssig=vAxD%2FK5VzR&KID=unistore,video",,北京,蓝V
5120522342107823,P8BSy8Ql9,2010588982,新疆红石慈善基金会,@王一博摩托姐姐公益组@UNIQ-王一博@微公益亲爱的王一博的摩托姐姐们:你们好!在此，我们要向你们致以最崇高的敬意和最衷心的感谢!日喀则地震的消息传来，牵动着无数人的心，而你们--王一博的摩托姐姐们用实际行动诠释了什么是大爱无疆。你们的慷慨捐赠，如同一股强大的暖流，迅速涌向了日喀则地震灾区。这些汇聚着你们爱心的善款，变成了受灾群众急需的物资为他们遮风挡雨、抵御寒冷，实实在在地帮助他们缓解了生活上的困难。同时你们的这份爱心与支持，更像一座坚固的精神堡垒，给予了受灾群众勇气和信心让他们在黑暗中看到了希望，在艰难时刻感受到了来自远方的关怀与鼓励。愿你们的善举能够继续感动更多的人，共同为社会的和谐与进步贡献力量。祝愿你们身体健康，万事如意!王一博超话#王一博捐赠驰援西藏#.#正能量艺人王一博##红石驰援西藏地震##西藏城市服务台##看见公益#,,,"王一博摩托姐姐公益组,UNIQ-王一博,微公益","王一博捐赠驰援西藏,正能量艺人王一博,红石驰援西藏地震,西藏城市服务台,看见公益",4490,1930,21217,2025-01-08 12:38,微博网页版,https://wx4.sinaimg.cn/large/77d72736ly1hxd8yksldkj20zk1g5anp.jpg,,,新疆,蓝V
5120519823954087,P8BOugADB,5799581936,卿卿旎奥,#国色芳华白月梵星首播数据#不是一个量级，不是一个赛道的电视剧，就不用拿来比了，大家各自安好，独立行走吧！另外大爱有担当、有社会责任感的剧组，向西藏地震，灾区捐款30万！国色芳华大爆特爆！内娱按这个标准卷起来！,,,,国色芳华白月梵星首播数据,1,3,119,2025-01-08 12:28,OPPO Find X5,https://wx4.sinaimg.cn/large/006kusc8ly1hxd8ov6lvvj31900u0dm4.jpg,,,安徽,普通用户
5120522667692649,P8BT4whcZ,1644114654,新京报,【#上海首支医疗队前往西藏地震灾区#：包含骨科重症医学科等专家及7吨物资】1月8日，上海首支医疗队乘东航MU2335航班从上海虹桥机场起飞，驰援西藏日喀则地震灾区。这支医疗队共13人，他们来自上海市卫健委、上海市第六人民医院和华山医院，包括骨科、麻醉科、重症医学科、神经外科等方面的专家和医护人员。同时机上还装载有棉衣棉被等共计7.45吨救灾物资。宽体机型空客330执行本次航班，为救援物资尽快运输提供了保障。#关注日喀则地震#L新京报的微博视频,,,,"上海首支医疗队前往西藏地震灾区,关注日喀则地震",3,0,49,2025-01-08 12:40,微博视频号,,"http://f.video.weibocdn.com/o0/YHRiCZtylx08kZCGxhTG01041200cK1k0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594741&ssig=WDuTcrZwxq&KID=unistore,video",,,蓝V
5120515826254073,P8BI2qeY9,7211561239,央视频,【#西藏定日县展开地毯式搜寻排查#】北京时间1月7日9时5分，西藏日喀则市定日县发生6.8级地震，造成重大人员伤亡。其中，定日县长所乡是受灾最严重的乡镇之一，大量房屋倒塌。消防救援人员带着搜救犬及专业设备针对坍塌体展开地毯式搜寻排查↓#西藏地震搜救现场画面##震后第一个清晨受灾群众吃上热呼早餐#（央视频号：新闻来了）L央视频的微博视频,,,,"西藏定日县展开地毯式搜寻排查,西藏地震搜救现场画面,震后第一个清晨受灾群众吃上热呼早餐",3,6,25,2025-01-08 12:12,微博视频号,,"http://f.video.weibocdn.com/o0/9O4CKOmclx08kZBKHw9201041202NG4d0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594741&ssig=4w5ANhpZJ%2B&KID=unistore,video",,,普通用户
5120525619694708,P8BXPEG2g,7521478646,戎耀青春,别怕，人民子弟兵来了！#西藏地震#西藏日喀则市发生6.8级地震，人民子弟兵架锅、烧饭、支帐篷。“震后第一夜，让受灾群众吃上了热乎饭，睡上热乎觉！”#武警官兵为灾区群众搭建帐篷#L戎耀青春的微博视频,,,,"西藏地震,武警官兵为灾区群众搭建帐篷",4,7,19,2025-01-08 12:51,微博视频号,,"http://f.video.weibocdn.com/o0/ngdcsl4Rlx08kZEqItZK01041200cflh0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594741&ssig=V7LGsl08qk&KID=unistore,video",,内蒙古,金V
5120522800598610,P8BTi2vJ0,6278117442,兵道之魂,#西藏地震后第一个夜晚#【震后第一晚：武警官兵，为灾区群众搭建帐篷！】西藏日喀则地震发生后，武警西藏总队日喀则支队官兵迅速响应，紧急奔赴受灾较重的定日县长所乡等地展开救援。#武警官兵为灾区群众搭建帐篷#地震后的第一个夜晚，在定日县长所乡安置点，官兵们连夜为灾区群众搭建帐篷。子弟兵来了，请放心！戳↓↓#子弟兵在行动#致敬最可爱的人，你们辛苦了！（央广军事）L兵道之魂的微博视频,,,,"西藏地震后第一个夜晚,武警官兵为灾区群众搭建帐篷,子弟兵在行动",10,21,40,2025-01-08 12:40,微博视频号,,"http://f.video.weibocdn.com/o0/tuaKJYGilx08kZDF0yj6010412009Puf0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594741&ssig=dxIn2ypkof&KID=unistore,video",,河北,红V
5120523316499309,P8BU7rgLz,7401728678,huang_Waste荒皖爱吃猕猴桃,📢#西藏定日县地震已致126人遇难#🙏唉，听到这个消息真是心情沉重。126条鲜活的生命就这么没了，大自然的力量真是让人敬畏。🌍希望大家都能为灾区人民祈福🙏，也希望救援工作顺利，尽量减少伤亡。❤️各位，珍惜当下，珍惜身边人。🌹#地震无情人间有爱#Lhuang_Waste荒皖爱吃猕猴桃的微博视频,,,,"西藏定日县地震已致126人遇难,地震无情人间有爱",1,19,31,2025-01-08 12:42,微博视频号,,"http://f.video.weibocdn.com/o0/TuGu5zM4lx08kZDNKvSg010412009zdH0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594741&ssig=2HFVsgWMn2&KID=unistore,video",,湖北,红V
5120521391835909,P8BR17HBr,6365990425,大河财立方,#多家企业驰援西藏震区#【广汽集团向西藏地震灾区捐赠400万元现金】1月8日，大河财立方记者从广汽集团获悉，西藏日喀则市定日县发生6.8级地震后，广汽集团闻讯第一时间携旗下投资企业向西藏地震灾区捐赠400万元现金，用于受灾地区的紧急救援、群众生活救助及灾后重建等相关工作。广汽集团旗下广汽本田、广汽丰田、广汽传祺、埃安、吴铂、广汽日野等整车品牌及众诚保险，均已开启用户紧急救援服务通道，提供的应急服务包括用户受损的车辆救援、检测、维修，车主代步车，快速出险理赔等，全力支持当地抗震救灾工作，用户可致电当地经销商或24小时救援电话。（大河财立方记者张克瑶）,,,,多家企业驰援西藏震区,10,4,38,2025-01-08 12:34,,https://wx2.sinaimg.cn/large/006WP2UVly1hxd8vd47c9j30ph0vv1kx.jpg,,,,普通用户
5120515318743579,P8BHdAGBt,7285455777,0506丨金桐LOOKxSEE,#红石驰援西藏地震#我为【红石驰援西藏地震】发起了一起捐，愿平安！用关注传递温暖，让行动表达关爱！公益无大小，快来和我一起为项目助力！红石驰援西藏地震,,,,红石驰援西藏地震,8,9,20,2025-01-08 12:10,iPhone客户端,,,,广东,黄V
5120524721586495,P8BWo6EID,1797246290,五星体育,【#郑钦文为西藏地震捐款100万元#】#郑钦文为西藏震区捐款100万#1月8日，@中国乡村发展基金会发文：同心抗震，共渡难关！感谢@郑钦文Ana通过中国乡村发展基金会捐赠100万元，支持西藏日喀则地震救援行动，该捐款将用于受灾地区的紧急救援和过渡安置，愿受灾群众早日渡过难关。,,,"中国乡村发展基金会,郑钦文Ana","郑钦文为西藏地震捐款100万元,郑钦文为西藏震区捐款100万",1,0,18,2025-01-08 12:48,iPhone 15 Pro Max,https://wx1.sinaimg.cn/large/6b1fcd52gy1hxd98s8837j20hs0s00ui.jpg,,,,蓝V
5120502215739537,P8Bm5o57b,7729557378,猫街小巷萌少年,2020年的时候化名少林寺向武汉捐kuan。2021年的时候个人账户向河南捐款。2022年的时候个人账户给家乡丹东捐赠物资。2023年8月又从个人账户向河北涿州捐/款，12月向甘肃震区捐/款。2025年西藏地震捐/款50w出身草根努力拼搏的他，在有能力以后就回馈社会，并且每次都是走私/人/账/户，自己出💰像这样的正能量艺人，不求偏爱，但别伤害。#刘宇宁捐款50万元驰援西藏##日喀则我们在一起#L猫街小巷萌少年的微博视频,,,,"刘宇宁捐款50万元驰援西藏,日喀则我们在一起",21,39,360,2025-01-08 11:18,拉开幸运的帷幕,,"http://f.video.weibocdn.com/o0/TUhcpr37lx08kZy2JzCU010412005Bbo0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736594756&ssig=5pJBL%2Bna3%2F&KID=unistore,video",,湖北,金V
