id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5120245615826043,P8uGdorCr,6189120710,央视军事,【#子弟兵为震区群众制作热食#】今天9时5分，西藏日喀则市定日县发生6.8级地震。地震发生后，西藏军区某团到达现场后搭设帐篷、制作热食，确保人民群众能够度过一个温暖的夜晚，吃上热腾腾的晚饭。（记者达瓦欧珠赵丰收罗浩天尹建铖）L央视军事的微博视频,,,,子弟兵为震区群众制作热食,195,66,1117,2025-01-07 18:19,微博视频号,,"http://f.video.weibocdn.com/o0/XShV85emlx08kYq1iONG010412008oL40E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593784&ssig=FdcU3lGmzw&KID=unistore,video",,,普通用户
5120249949064203,P8uNcC20P,6023976411,蓝睛,#西藏地震一遭埋压儿童被救出#，被救儿童无大碍（来源：新京报西藏武警）L蓝睛的微博视频,,,,西藏地震一遭埋压儿童被救出,10,0,387,2025-01-07 18:36,微博视频号,,"http://f.video.weibocdn.com/o0/k5ykYME0lx08kYrcF5Fu0104120069Fh0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593784&ssig=TQZt6zcGnE&KID=unistore,video",,,蓝V
5120312105239328,P8wpslYZi,2280198017,解放军报,【暖胃也暖心！寒冬中震区群众吃上热饭】今天9时5分，西藏日喀则市定日县发生6.8级地震。西藏军区某团到达现场后搭设帐篷、制作热食，为震区群众精心准备热气腾腾的晚饭。#加油日喀则#（达瓦欧珠赵丰收罗浩天尹建铖）#西藏地震后第一个夜晚#L解放军报的微博视频,,,,"加油日喀则,西藏地震后第一个夜晚",62,58,795,2025-01-07 22:43,微博视频号,,"http://f.video.weibocdn.com/o0/8OuZcFsqlx08kYIabCAo01041200kBOW0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593784&ssig=bd1qAuuGaq&KID=unistore,video",,,蓝V
5120311114334922,P8wnRibI6,2656274875,央视新闻,【#西藏震区夜晚气温或达零下十几度#】据西藏气象部门，今晚震区夜里最低气温可能达零下18摄氏度左右。#西藏地震后第一个夜晚#，受灾群众情况如何？总台记者在安置点走访看到，现场已搭建多个救灾帐篷，棉被等御寒救灾物资也在陆续运送过来。帐篷里已经有了电力，热水、方便面等物资也已备好↓↓#定日县地震全力搜救#，一起共渡难关！L央视新闻的微博视频O网页链接,,,,"西藏震区夜晚气温或达零下十几度,西藏地震后第一个夜晚,定日县地震全力搜救",1214,1125,9631,2025-01-07 22:39,微博视频号,,"http://f.video.weibocdn.com/o0/K9tFXsDHlx08kYHTTEm401041202nH2n0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593784&ssig=oFvT%2FnCSle&KID=unistore,video",,,普通用户
5120250704300476,P8uOqi2Kw,2181597154,俄罗斯卫星通讯社,【俄驻华大使馆：暂无俄罗斯人在西藏地震中受伤的消息】俄罗斯驻华大使馆周二表示，中国西南部西藏自治区发生6.8级地震，暂无俄罗斯人在西藏地震中受伤的消息。俄罗斯驻华大使馆在其“电报”频道的官方账号上发文称：“关于今年1月7日中国西藏自治区发生地震一事，暂无俄罗斯人在地震中受伤的消息。”#西藏日喀则地震现场画面#消息还指出，使馆正密切关注事态发展，并与中方保持密切联系。#第一批解放军已抵达西藏震中#7日9时5分，中国西藏自治区日喀则市定日县发生6.8级地震，震中位于定日县措果乡，震中20公里范围内人口数约6900人，震中20公里范围内有3个乡（镇、街道）驻地、27个村。#西藏定日县地震已致95人遇难#据新华社消息，截至15时，地震已造成95人遇难、130人受伤。,,,,"西藏日喀则地震现场画面,第一批解放军已抵达西藏震中,西藏定日县地震已致95人遇难",15,17,108,2025-01-07 18:39,微博视频号,,"http://f.video.weibocdn.com/o0/ZlPZFbnIlx08kYrprDsI010412003Lz00E010.mp4?label=mp4_hd&template=480x848.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593784&ssig=eDkJvafehm&KID=unistore,video",,,蓝V
5120299238431066,P8w4HzniW,1974576991,环球时报,【波司登捐赠1000万元御寒物资驰援西藏地震灾区】据央视新闻报道，1月7日9时05分，西藏日喀则市定日县发生6.8级地震，震源深度10千米，灾情严重。正值寒冬腊月，灾区气温骤降，极端天气给受灾群众的生活和救援工作带来了极大挑战。在地震灾害发生的第一时间，波司登集团迅速响应，启动应急援助机制，从西南仓库中紧急调度1000万元的御寒物资，驰援西藏日喀则定日县，为当地群众和救援人员提供御寒保障。波司登集团将持续关注灾区情况，在政府部门的指导下，为灾区人民和救援工作提供更多的帮助与力量。祈愿西藏灾区早日恢复正常生活！,,,,,320,534,9609,2025-01-07 21:52,微博网页版,https://wx1.sinaimg.cn/large/0029D7FZly1hxcjcuon4ij60j60y3dxr02.jpg,,,,普通用户
5120279909242485,P8vzwCMol,3138941747,ChineseSunMoonStar,西藏网友称地震发生后10分钟左右，就有飞机飞到震区上空侦查！#西藏日喀则6.8级地震##西藏地震网友齐喊愿平安##西藏定日县地震已致95人遇难#LChineseSunMoonStar的微博视频,,,,"西藏日喀则6.8级地震,西藏地震网友齐喊愿平安,西藏定日县地震已致95人遇难",43,24,1657,2025-01-07 20:35,微博视频号,,"http://f.video.weibocdn.com/u0/aJx3vkhcgx08kYznvN2w010412005ltw0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593784&ssig=0ip61h%2FlvK&KID=unistore,video",,安徽,金V
5120166427364721,P8sCuuTTP,5444894547,猫头鹰视频,【#亲历者讲述西藏地震瞬间#：“二楼房子垮了，当时感觉要死了”】1月7日，西藏日喀则市定日县发生6.8级地震，震源深度10千米。当地居民表示，“早上9点多钟发生地震，当时感觉要死了，和当初512地震程度差不多，就像飞机进入西藏时候的气流一样（颠簸），甚至比气流还严重。二楼房子都垮下来了，电瓶车被砸坏了，现在我们都在室外避险，消防不让我们进去。”还有居民表示，“震中心那边有点严重，震中心是距离县城三四十公里的地方，政府在组织调挖机过去救灾，消防已经去救援了。”@猫头鹰视频L猫头鹰视频的微博视频,,,猫头鹰视频,亲历者讲述西藏地震瞬间,22,9,146,2025-01-07 13:04,微博视频号,,"http://f.video.weibocdn.com/o0/EWOx33A6lx08kY4pxEfu01041200hR1Q0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593784&ssig=gDEB0LHo%2BY&KID=unistore,video",,,蓝V
5120308010814599,P8wiR3pUH,1744332207,钱江视频,【最新消息：#西藏地震已致126人遇难188人受伤#】记者7日从西藏日喀则市委宣传部获悉，经初步排查，截至19时，#西藏定日县地震已致126人遇难#、188人受伤，28名重症人员转移到市人民医院救治；倒塌房屋3609户。#西藏日喀则6.8级地震#目前，各方救援力量已搜救出被困群众407人，设立14个转移安置点，转移安置受灾群众3.04万余人。区、市、县三级共派出医疗救助队伍24支568人、救护车106辆开展转运救治工作，受伤人员已全部收治。紧急调运受灾急需的棉帐篷、折叠床、高低床、棉被、毛毯、棉大衣（防寒服）、棉鞋、取暖器、发电机、炉子、应急照明灯以及矿泉水、方便面等必需物资共计17万余件发往灾区，全力保障受灾群众基本生活。截至目前，因地震损坏路段已全部抢通。L钱江视频的微博视频,,,,"西藏地震已致126人遇难188人受伤,西藏定日县地震已致126人遇难,西藏日喀则6.8级地震",46,63,235,2025-01-07 22:27,微博视频号,,"http://f.video.weibocdn.com/o0/udSeQs7Xlx08kYH8r8gg010412008nuY0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593784&ssig=PlwMG7KvJ1&KID=unistore,video",,,普通用户
5120280986651639,P8vBgrUov,7767790303,李家超,【沉痛哀悼西藏地震遇难同胞】西藏日喀则市定日县发生6.8级地震，造成人命伤亡。我对遇难同胞表示沉痛哀悼，向他们的家属致以深切慰问，并祝愿伤者早日康复。我已指示特区政府相关部门密切留意灾情，入境处和香港特区政府驻成都经济贸易办事处与内地单位保持沟通及了解情况，至今暂未接获港人求助个案。政府亦会与救济赈灾机构保持紧密联系，随时准备透过赈灾基金提供适切援助。我们为救援人员打气，祝愿内地同胞平安无恙，灾情尽快受控。#西藏地震##定日县地震全力搜救#,,,,"西藏地震,定日县地震全力搜救",109,219,3381,2025-01-07 20:39,,,,,中国香港,金V
5120660592135719,P8Ftx8XB5,7782884695,南归孤夷,这是在四川的网友拍摄的，她去成都机场遇到的援藏救援队，看起来应该是安能水电部队的#中国##西藏地震##守望相助日喀则#L南归孤夷的微博视频,,,,"中国,西藏地震,守望相助日喀则",17,14,699,2025-01-08 21:48,微博视频号,,"http://f.video.weibocdn.com/o0/I8r12kNHlx08l0fghaCI010412005kQN0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593798&ssig=YDVeeqNatw&KID=unistore,video",,四川,金V
5120653966181764,P8FiQpW9S,1283431191,晓磊,草帽姐，太令人感动了！西藏定日县发生6.8级地震，3609户房屋倒塌，126人遇难、188人受伤！草帽姐得知灾区夜晚温度零下20多度，部分灾民因房屋损坏不得不露天以柴炭取暖过夜，顿时心疼不已，连夜组织人采购了1万床棉被驰援西藏地震灾区！草帽姐说，“现在天寒地冻，马上就要过年了，看到他们遭遇灾难，我们很心疼，我们应该伸出援助之手，帮他们渡过困难。”为了第一时间把棉被送到震区，草帽姐还紧急联系来两辆大型货车，亲自上阵，动手打包，帮着一起装车。草帽姐虽出身农家，但成名之后一直积极参加捐资助学、关爱残疾儿童、关爱抗战老兵等公益活动。之前疫情的时候，草帽姐可是一口气为山东捐了几百万的物资。她说：“喝水不忘挖井人！我本来是一个草根歌手，得到家乡人的支持才有今天。家乡有困难，我必须出手相助！”除了对家乡的帮助，草帽姐还心系全国各地。去年，甘肃临夏州积石山县发生6.2级地震，草帽姐第一时间捐赠12000多条棉被和1000多套女性用品。因为做的善事不计其数，草帽姐获得“公益使者”称号，当选临沂市慈善联合总会副会长。这次，西藏定日县发生地震，草帽姐连夜支援，她表示会跟随货车一起前往灾区，亲手将棉被一一送到灾区群众们手中，让他们感受到来自祖国的温暖。可即便这样，还有人说她作秀！说她做好事默默做就可以了，为什么要大张旗鼓弄得人尽皆知！而我想说的是，她捐的是真金白银，这爱心也是实实在在到了灾民手里！你要说是作秀，你也做一个给我看看！而且，做好事就应该高调！草帽姐何尝不是以身入局，倒逼其他明星、企业家去捐款呢？但她不是什么大腕明星，随便拍个戏都能有几千万的收入。她想赚几百万，不知道要唱多少首歌才能赚的！可她赚钱不容易，却不是想着给自己享受，而是心里装着比自己更困难的人，这格局让我发自内心的佩服！她虽然是个小明星，但她的所作所为，在我们心中无比高大挺拔！如果每个艺人都如此有担当，冬天将不再寒冷！#草帽姐捐1万条棉被发往日喀则##西藏震区已由紧急救援转为安置阶段#,,,,"草帽姐捐1万条棉被发往日喀则,西藏震区已由紧急救援转为安置阶段",95,126,1490,2025-01-08 21:21,,"https://wx3.sinaimg.cn/large/001oR955ly1hxdo3h38o0j60ol0yfaei02.jpg,https://wx4.sinaimg.cn/large/001oR955ly1hxdo3hcxd6j60n20v30ws02.jpg,https://wx2.sinaimg.cn/large/001oR955ly1hxdo3hn0ndj60o1105jwm02.jpg",,,山东,金V
5120658249879303,P8FpKFs3B,5848272985,铁军小子,第一时间带领团队驰援西藏地震灾区，捐资捐物大爱无疆的韩红老师。#铁军小子#L铁军小子的微博视频,,,,铁军小子,11,23,331,2025-01-08 21:38,微博视频号,,"http://f.video.weibocdn.com/o0/E7OZ71SYlx08l0eCCKVO010412009JE40E010.mp4?label=mp4_720p&template=576x1024.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593798&ssig=wtK2Vt4Qrs&KID=unistore,video",,北京,金V
5120656632451926,P8Fn9ahRc,7621971729,广东张雨菲,西藏地震明星捐款详情1檀健次西藏定日县地震发生后捐1000万元保暖物资2黄晓明西藏定日县地震发生后款100万元人民币3时代少年团西藏定日县地发生后捐款100万元人民币4王源西藏定日县地发生后捐款100万元人民币5庄苏泥西藏定日县地发生后捐款50万元人民币6，林志玲西藏定日县地发生后捐款50万元人民币7刘涛西藏定日县地震发生后捐款50万元人民币8戚薇西藏定日县地震发生后捐款50万元人民币9刘宇宁西藏定日县地发生后捐款50万元人民币10张艺兴西藏定日县地发生后捐款50万元人民币11成毅西藏定日县地发生后款50万元人民币12王星越西藏定日县地发生后通过中国乡村发展基金会50万元人民币13张杰歌迷会西定日县地震发生后通过中国乡村发展基全会10万元人民币14白鹿西藏定日县地震发生后携手中国儿童少年基会捐棉被300015佟大为关悦夫西藏定日县地发生后通过中国乡村发展基金会捐款（具体金额未公开，但已知参与捐)16张大大西藏定日县地发生后通过中国乡村发展某金会20万元人民币,,,,,46,163,3275,2025-01-08 21:32,热门财经iPhone客户端,https://wx1.sinaimg.cn/large/008jP11Tgy1hxdoej2zacj30go0s8wgu.jpg,,,广东,金V
5120662852869682,P8Fxbc2xc,7782884695,南归孤夷,这位武警新兵为震区小朋友穿棉衣，还说了自己的愿望：希望灾区小孩健康长大#西藏地震##守望相助日喀则#L南归孤夷的微博视频,,,,"西藏地震,守望相助日喀则",5,4,65,2025-01-08 21:57,微博视频号,,"http://f.video.weibocdn.com/o0/nVruW1oXlx08l0fSytxe01041200fJA70E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593798&ssig=YhlJw77rUH&KID=unistore,video",,四川,金V
5120651551577872,P8FeX6Cty,1261788454,中国电影报道,#春节档电影捐款驰援西藏#电影《封神第二部：战火西岐》剧组捐款100万元驰援西藏地震：“众志成城，同心抗震。”#封神第二部捐款驰援西藏#,,,,"春节档电影捐款驰援西藏,封神第二部捐款驰援西藏",41,80,1185,2025-01-08 21:12,微博网页版,"https://wx4.sinaimg.cn/large/001nokOGly1hxdnt9ahokj60j60f6gqz02.jpg,https://wx2.sinaimg.cn/large/001nokOGly1hxdntbwjpyj60j608l0vv02.jpg,https://wx4.sinaimg.cn/large/001nokOGly1hxdnteyie2j60j60r41ct02.jpg",,,,蓝V
5120648848347189,P8FaAz1u5,1623886424,新浪电影,#哪吒2剧组捐款驰援西藏#@中国乡村发展基金会发博感谢电影《哪吒之魔童闹海》剧组驰援西藏地震，盼望灾区人民平安，共渡难关。#哪吒2捐款驰援西藏#,,,中国乡村发展基金会,"哪吒2剧组捐款驰援西藏,哪吒2捐款驰援西藏",17,28,162,2025-01-08 21:01,,"https://wx1.sinaimg.cn/large/001LTF2wly1hxdnhgh7iwj60wr2exdse02.jpg,https://wx1.sinaimg.cn/large/001LTF2wly1hxdnhgujn7j60u01dnq8s02.jpg,https://wx2.sinaimg.cn/large/001LTF2wly1hxdnhf6704j60u016g17g02.jpg",,,,蓝V
5120662932816143,P8FxjbOBF,7839803652,Capriccio_秦霄贤,#红石驰援西藏地震#|#和秦霄贤一起做公益#CC昨日于20:11分发起第一次驰援公益，并于今日13:28分完成目标金~额。现已经发起第二次微博正文，请大家多多关注灾区，为他们加油祝祷。,,,,"红石驰援西藏地震,和秦霄贤一起做公益",70,57,121,2025-01-08 21:57,,https://wx1.sinaimg.cn/large/008yz140gy1hxdp16ap4wj30v91pwao0.jpg,,,广东,红V
5120663094298855,P8Fxzi2kn,1074273855,赵林-甘露公益,定日县长所乡古荣村支部书记次仁平措在地震中痛失母亲。但他无暇沉浸悲痛，为村民们四处奔走协调。他说，“国家政策这么好，会解决的，我相信。”（视频来源：秀我中国）#直击西藏地震救援##守望相助日喀则##中国的每一天#L赵林-甘露公益的微博视频,,,,"直击西藏地震救援,守望相助日喀则,中国的每一天",3,13,41,2025-01-08 21:58,甘露公益Android,,"http://f.video.weibocdn.com/o0/q6x6EhDUlx08l0fWArgc010412008TOR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593798&ssig=TO20Q%2FjxPc&KID=unistore,video",,甘肃,红V
5120663315290613,P8FxVmckt,2611607127,猫眼电影,#封神剧组捐款驰援西藏#电影《封神第二部：战火西岐》剧组捐款100万元驰援西藏地震，愿平安🙏🙏#封神第二部捐款驰援西藏#,,,,"封神剧组捐款驰援西藏,封神第二部捐款驰援西藏",8,21,206,2025-01-08 21:58,,"https://wx4.sinaimg.cn/large/9ba9f657ly1hxdp5fryurj20tl0d9422.jpg,https://wx1.sinaimg.cn/large/9ba9f657ly1hxdp5f8ceoj20u016f1cj.jpg,https://wx3.sinaimg.cn/large/9ba9f657ly1hxdp5fjrh2j20zu0scwkw.jpg",,,,蓝V
5120633419597689,P8ELHEgNr,2803301701,人民日报,【关注！#一文了解西藏地震救援最新情况#】#西藏震区提醒不要自行前往救灾#①#西藏震区仍有5至6级地震可能#②救援搜救工作已转为灾民安置和灾后重建③救援队伍已基本满足现阶段需要，非灾区民间救援队等社会组织和志愿者在现阶段未经审批不要自行前往灾区④国家发展改革委紧急下达1亿元中央预算内投资，支持西藏地震灾区灾后应急恢复。详↓↓加油，日喀则！O一文了解西藏定日地震救援最新情况,,,,"一文了解西藏地震救援最新情况,西藏震区提醒不要自行前往救灾,西藏震区仍有5至6级地震可能",164,279,656,2025-01-08 20:00,微博 weibo.com,,,,,普通用户
5120634281525323,P8EN66oNZ,6644531980,源家奥特曼,西藏地震100万甘肃地震140万四川泸定100万河南水灾150万河北涿州100万黑龙江150万青海玉树白内障300万还有源基金救助近3000白内障患者和71位神母宝宝。还有很多很多。。。每次捐款都有你的身影王源超话#王源捐款100万驰援西藏#,,,,王源捐款100万驰援西藏,840,441,2859,2025-01-08 20:03,王源超话,"https://wx1.sinaimg.cn/large/007fFMiEgy1hxdll17diwj30zu1jddof.jpg,https://wx2.sinaimg.cn/large/007fFMiEgy1hxdlki7fbxj30u01ac48a.jpg,https://wx2.sinaimg.cn/large/007fFMiEgy1hxdlkimdraj30u01bxaks.jpg,https://wx2.sinaimg.cn/large/007fFMiEgy1hxdlkizw74j30tz0gxjw2.jpg,https://wx1.sinaimg.cn/large/007fFMiEgy1hxdlkjg5xfj30zo0u4agm.jpg,https://wx2.sinaimg.cn/large/007fFMiEgy1hxdlkhttlyj30wi07ztaj.jpg,https://wx2.sinaimg.cn/large/007fFMiEgy1hxdlq0zt0qj30u0138wpg.jpg,https://wx1.sinaimg.cn/large/007fFMiEgy1hxdlr4sbmuj30zu25owq8.jpg,https://wx3.sinaimg.cn/large/007fFMiEgy1hxdlr5l0puj30zu25oqmp.jpg",,,湖北,金V
5120643270706837,P8F1B2XSB,6993823294,品茶说酒,关于西藏地震，我又发现了几个细节：1.咱们的子弟兵都带了很多氧气瓶，其他地方的地震救援都大概率不用带氧气瓶，西藏的高海拔地区，受伤之后需要用到氧气瓶。2.现在西藏的温度已经很低了，他们就带着这个薄薄的睡袋，不知道黑科技怎样，现在的西藏估计非常冷啊，救援难度也加大了，只希望别下雪了。3.这个氧气瓶也有可能是给来西藏救援的自愿者用的，他们平时住的海拔没有这么高，来救援又要工作很久，强度很大，需要氧气。愿西藏平安！#定日县各项救灾物资储备充足##西藏军区在地震救援第一线##西藏地震#L品茶说酒的微博视频,,,,"定日县各项救灾物资储备充足,西藏军区在地震救援第一线,西藏地震",2,8,127,2025-01-08 20:39,品茶说酒超话,,"http://f.video.weibocdn.com/u0/KdOFmJm6gx08l0ax2lTG01041200hXUu0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593805&ssig=J6LBp%2BCWuF&KID=unistore,video",,贵州,金V
5120638211591364,P8ETr6FZa,7782884695,南归孤夷,这是在西藏的网友拍摄的，他们来到灾区当志愿者，为受灾群众提供面食#西藏地震##守望相助日喀则#L南归孤夷的微博视频,,,,"西藏地震,守望相助日喀则",3,5,53,2025-01-08 20:19,微博视频号,,"http://f.video.weibocdn.com/o0/E6FvfqSYlx08l099yH3i01041200DI9t0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593805&ssig=ZmntpQMduv&KID=unistore,video",,四川,金V
5120636953825778,P8ERpg3g6,7509646499,中原-老张,#直击西藏地震救援#韩红老师大爱无疆，第一时间带领团队驰援西藏地震灾区捐资捐物。@微公益#祈福日喀则愿平安##守望相助日喀则#L中原-老张的微博视频,,,微公益,"直击西藏地震救援,祈福日喀则愿平安,守望相助日喀则",11,75,99,2025-01-08 20:14,公益正能量iPhone 11 Pro Max,,"http://f.video.weibocdn.com/o0/UBQzdvCdlx08l08okFA401041200db1Z0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593805&ssig=iYr6JbdVJx&KID=unistore,video",,河南,红V
5120638679254179,P8EUbCPqX,1261788454,中国电影报道,#春节档电影捐款驰援西藏##蛟龙行动捐款驰援西藏#电影《蛟龙行动》剧组捐款100万元驰援西藏地震：“定日加油，愿平安！”,,,,"春节档电影捐款驰援西藏,蛟龙行动捐款驰援西藏",113,138,1287,2025-01-08 20:21,微博网页版,"https://wx2.sinaimg.cn/large/001nokOGly1hxdmc1phc5j60j60dagoz02.jpg,https://wx4.sinaimg.cn/large/001nokOGly1hxdmc542fcj60j608mtbz02.jpg,https://wx3.sinaimg.cn/large/001nokOGly1hxdmc90861j60j60quwty02.jpg",,,,蓝V
5120647674728216,P8F8HjQ1y,7782884695,南归孤夷,这是一位网友分享的视频，他们本来去日喀则送援助物资的，因为道路管控进不去灾区，为了不给正规救援队伍添麻烦，只好将所有物资送到了日喀则红十字会了，由红十字会统一安排调遣#西藏地震##守望相助日喀则#L南归孤夷的微博视频,,,,"西藏地震 ,守望相助日喀则",3,2,61,2025-01-08 20:56,微博视频号,,"http://f.video.weibocdn.com/o0/daUjFxHMlx08l0bJDdVK01041201c48u0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593805&ssig=rdVV8n91Hb&KID=unistore,video",,四川,金V
5120643834318415,P8F2vi7pR,2070213285,天空菌,#西藏地震#中国和美国救灾对比！所以说，人民永远是我们最大的靠山！,,,,西藏地震,12,20,105,2025-01-08 20:41,,"https://wx3.sinaimg.cn/large/7b64f2a5ly1hxdmxcyacwj20u013z43q.jpg,https://wx2.sinaimg.cn/large/7b64f2a5ly1hxdmxdbz1jj20qy0ya0xv.jpg",,,内蒙古,金V
5120636696924590,P8EQZt3oW,1633537680,地球镜头A,【#长光卫星拍下西藏地震后高清影像#】1月7日，西藏日喀则市定日县发生6.8级地震。长光卫星紧急调度“吉林一号”卫星过境西藏定日县，对灾区进行观测，并在成像后第一时间提供给相关单位，助力抗震救灾工作。@长光卫星,,,长光卫星,长光卫星拍下西藏地震后高清影像,3,5,76,2025-01-08 20:13,iPhone 13 Pro,"https://wx2.sinaimg.cn/large/615dce90gy1hxdm42zyebj20j61hf1kx.jpg,https://wx2.sinaimg.cn/large/615dce90gy1hxdm4269ejj20j61k67st.jpg,https://wx4.sinaimg.cn/large/615dce90gy1hxdm43qi5wj20j619ftx2.jpg",,,贵州,金V
5120646021909104,P8F6280E0,1623886424,新浪电影,#封神剧组捐款驰援西藏#电影《封神第二部：战火西岐》剧组捐款100万元驰援西藏地震：“众志成城，同心抗震。”#封神第二部捐款驰援西藏#,,,,"封神剧组捐款驰援西藏,封神第二部捐款驰援西藏",33,44,491,2025-01-08 20:50,,"https://wx2.sinaimg.cn/large/001LTF2wly1hxdn5yq9xmj60zu0scwlj02.jpg,https://wx1.sinaimg.cn/large/001LTF2wly1hxdn5yhhbvj60tl0d9djd02.jpg,https://wx1.sinaimg.cn/large/001LTF2wly1hxdn5zclztj60u016f4n802.jpg",,,,蓝V
5120619192779140,P8EoLbEYQ,7538730316,那曲拉姆,灾区的同胞早日平安度过!#藏族姑娘##那曲拉姆##地震##平安##西藏地震#L那曲拉姆的微博视频,,,,"藏族姑娘,那曲拉姆,地震,平安,西藏地震",12,45,401,2025-01-08 19:03,微博视频号,,"http://f.video.weibocdn.com/u0/N2Z0KpMlgx08l03XIv1m0104120165t70E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593813&ssig=kP7J%2F%2FcFmC&KID=unistore,video",,西藏,红V
5120626728111342,P8EAUy286,7782884695,南归孤夷,这位党支书在地震中痛失母亲，但无暇沉浸悲痛，一直为村民四处奔走协调，解决问题。他说：国家政策这么好，会解决的，我相信#西藏地震##守望相助日喀则#L南归孤夷的微博视频,,,,"西藏地震,守望相助日喀则",43,73,1294,2025-01-08 19:33,微博视频号,,"http://f.video.weibocdn.com/o0/mSaBCxQVlx08l061jFnW010412008VIm0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593813&ssig=EF%2B1%2FwwxMS&KID=unistore,video",,四川,金V
5120627100355954,P8EBw1uBc,7782884695,南归孤夷,这是长所乡茶江村安置点，部队军医为受灾群众现场问诊#西藏地震##守望相助日喀则#L南归孤夷的微博视频,,,,"西藏地震,守望相助日喀则",4,2,184,2025-01-08 19:35,微博视频号,,"http://f.video.weibocdn.com/o0/CqBXMurQlx08l05oGkmY01041200jpaK0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593813&ssig=TICY7WISQS&KID=unistore,video",,四川,金V
5120621036700501,P8ErJs76B,2951605050,波司登,#温暖援藏情暖灾区#驰援西藏地震灾区！波司登捐赠价值1000多万元物资装车启运，为灾区送去温暖保障。L波司登的微博视频,,,,温暖援藏情暖灾区,138,178,944,2025-01-08 19:10,微博视频号,,"http://f.video.weibocdn.com/o0/sOcY7X6Ulx08l04t095C01041200agrT0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593813&ssig=rkqV%2F7vaQz&KID=unistore,video",,北京,蓝V
5120620608359691,P8Er2z4JJ,7851029507,崔然竣_YeonEpoch,#西藏城市服务台##直击西藏地震救援#@微公益西藏日喀则市定日县发生了6.8级地震，导致人员伤亡和财产损失，国家地震应急响应已提升至二级。各级机构和组织已迅速展开救援和救灾工作，并开始灾后重建。然时为【红石驰援西藏地震】发起了一起捐，用关注传递温暖，让行动表达关爱！诚邀大家加入这一线上支援项目，共同帮助西藏人民渡过难关！项目🔗：红石驰援西藏地震,,,微公益,"西藏城市服务台,直击西藏地震救援",17,205,821,2025-01-08 19:09,崔然竣超话,,,,上海,金V
5120629189643821,P8EESEsNv,6477844446,漂亮姐姐_Kunsland·蔡徐坤,#蔡徐坤粉丝公益接力#丨#直击西藏地震救援#【Kunsland姐姐团独立公益反馈】2025/01/07听闻西藏自治区日喀则定日县发生6.8级地震后，姐姐团迅速响应，参与爱心驰援地震灾区。2025/01/0819点，我们的捐赠物资（棉被以及大衣）已经成功送达地震灾区拉孜县。天冷地寒愿平安🙏希望与爱从未离开❤️@蔡徐坤捐赠详情👉🏻微博正文cxkL漂亮姐姐_Kunsland·蔡徐坤的微博视频,,,蔡徐坤,"蔡徐坤粉丝公益接力,直击西藏地震救援",1120,955,2170,2025-01-08 19:43,蔡徐坤超话,,"http://f.video.weibocdn.com/o0/mj0eTNQzlx08l06Ef5kY01041200bvXU0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1736593813&ssig=QW99knJCva&KID=unistore,video",,浙江,红V
